chromosome arm	start	stop	polytene_band	map_Comeron
2L	6960377	6961653	27C7-27C7	2-22.2
2L	6961516	6964074	27C7-27C7	2-22.2
2L	6964421	6965887	27C7-27C7	2-22.2
2L	6966780	6967644	27C7-27C7	2-22.2
2L	6968711	6971737	27C7-27D1	2-22.2
2L	6972243	6972796	27D1-27D1	2-22.2
2L	6972828	7010359	27D1-27D3	2-22.7
2L	6985961	6986750	27D2-27D2	2-22.2
2L	7012262	7012803	27D4-27D4	2-23.2
2L	7013396	7014737	27D4-27D4	2-23.2
2L	7014623	7023898	27D4-27D4	2-23.2
2L	7021682	7022470	27D4-27D4	2-23.2
2L	7024829	7027389	27D4-27D4	2-23.2
2L	7027526	7028959	27D4-27D5	2-23.2
2L	7030493	7032606	27D5-27D5	2-23.2
2L	7032721	7037878	27D5-27D5	2-23.2
2L	7037823	7056010	27D6-27D6	2-23.2
2L	7056301	7063586	27D7-27D7	2-23.2
2L	7059214	7060851	27D7-27D7	2-23.2
2L	7063986	7064467	27D7-27D7	2-23.2
2L	7064431	7065837	27D7-27D7	2-23.2
2L	7067983	7069546	27D7-27E1	2-23.2
2L	7069536	7084635	27E1-27E1	2-23.2
2L	7078895	7079399	27E1-27E1	2-23.2
2L	7094515	7095248	27E1-27E1	2-23.2
2L	7098188	7157695	27E1-27E2	2-23.4
2L	7142304	7145263	27E2-27E2	2-23.6
2L	7174368	7174790	27E3-27E3	2-23.6
2L	7176037	7176624	27E3-27E3	2-23.6
2L	7177879	7178171	27E3-27E3	2-23.6
2L	7182234	7185529	27E4-27E4	2-23.6
2L	7185461	7190010	27E4-27E4	2-23.6
2L	7190431	7194588	27E4-27E4	2-23.6
2L	7194908	7204264	27E4-27E4	2-23.7
2L	7204538	7220033	27E4-27E5	2-23.9
2L	7220369	7223081	27C7-27D2	2-23.9
2L	7220567	7221093	27E5-27E5	2-23.9
2L	7223328	7249343	27E5-27E6	2-23.9
2L	7227734	7228641	27E6-27E6	2-23.9
2L	7232165	7232813	27E6-27E6	2-23.9
2L	7250607	7252982	27E7-27E7	2-23.9
2L	7255419	7277171	27E7-27E8	2-23.9
2L	7257512	7258198	27E7-27E7	2-23.9
2L	7307159	7316265	27F1-27F1	2-24.1
2L	7328944	7329519	27F1-27F1	2-24.1
2L	7333714	7352542	27F1-27F2	2-24.1
2L	7363379	7377528	27F2-27F3	2-24.1
2L	7369646	7370503	27F2-27F3	2-24.1
2L	7377702	7384344	27F3-27F3	2-24.1
2L	7384486	7388253	27F3-27F3	2-24.1
2L	7388508	7390902	27F3-27F3	2-24.1
2L	7390984	7398750	27F3-27F3	2-24.1
2L	7399465	7399929	27F3-27F3	2-24.1
2L	7401335	7404727	27F3-27F3	2-24.3
2L	7404747	7404973	27F3-27F3	2-24.3
2L	7405227	7408600	27F3-27F3	2-24.3
2L	7408533	7409809	27F3-27F3	2-24.3
2L	7410909	7412229	27F3-27F3	2-24.3
2L	7412417	7422736	27F3-27F4	2-24.3
2L	7423820	7425932	27F4-27F4	2-24.3
2L	7425795	7425892	27F4-27F4	2-24.3
2L	7425972	7426044	27F4-27F4	2-24.3
2L	7426866	7430329	27F4-27F4	2-24.3
2L	7430530	7433516	27F4-27F4	2-24.3
2L	7437492	7445882	27F4-28A1	2-24.3
2L	7445355	7451244	28A1-28A1	2-24.3
2L	7452520	7454212	28A1-28A1	2-24.3
2L	7454826	7462247	28A1-28A1	2-24.3
2L	7466543	7472493	28A1-28A1	2-24.3
2L	7472513	7496307	28A1-28A4	2-24.3
2L	7474704	7476952	28A1-28A1	2-24.3
2L	7496791	7497365	28A4-28A4	2-24.3
2L	7497805	7578980	28B1-28B2	2-24.4
2L	7519679	7520082	28A5-28A5	2-24.5
2L	7567929	7568438	28B1-28B1	2-24.5
2L	7581924	7583333	28B3-28B3	2-24.5
2L	7604243	7604563	28B4-28B4	2-24.7
2L	7605600	7607701	28B4-28B4	2-24.7
2L	7608389	7616533	28B4-28B4	2-24.7
2L	7636113	7636608	28B4-28B4	2-24.7
2L	7636951	7637324	28B4-28B4	2-24.7
2L	7642005	7675078	28B4-28C1	2-24.7
2L	7666047	7689459	28C1-28C1	2-24.7
2L	7684482	7685341	28C1-28C1	2-24.7
2L	7689311	7691061	28C1-28C1	2-24.7
2L	7691109	7692683	28C1-28C1	2-24.7
2L	7693030	7693821	28C1-28C1	2-24.7
2L	7693727	7701601	28C1-28C1	2-24.9
2L	7702805	7710690	28C1-28C1	2-25.0
2L	7708100	7710456	28C1-28C1	2-25.0
2L	7710880	7713991	28C-28C	2-25.0
2L	7711476	7711661	28C1-28C1	2-25.0
2L	7713998	7716645	28C1-28C1	2-25.0
2L	7716974	7719487	28C1-28C1	2-25.0
2L	7719847	7722823	28C2-28C2	2-25.0
2L	7723045	7726298	28C2-28C2	2-25.0
2L	7724576	7724976	28C2-28C2	2-25.0
2L	7727157	7732670	28C2-28C2	2-25.0
2L	7734415	7738809	28C2-28C2	2-25.0
2L	7740562	7741537	28C2-28C2	2-25.0
2L	7743682	7744839	28C2-28C2	2-25.0
2L	7747275	7747874	28C2-28C2	2-25.0
2L	7752170	7753186	28C2-28C2	2-25.0
2L	7753203	7753393	28C2-28C2	2-25.0
2L	7754174	7765915	28C2-28C2	2-25.0
2L	7767628	7775033	28C3-28C3	2-25.0
2L	7775804	7778029	28C3-28C3	2-25.0
2L	7780085	7781415	28C3-28C3	2-25.0
2L	7781465	7782760	28C3-28C3	2-25.0
2L	7782865	7786061	28C3-28C3	2-25.0
2L	7786160	7790557	28C3-28C4	2-25.0
2L	7791175	7795959	28C4-28C4	2-25.0
2L	7795849	7796260	28C4-28C4	2-25.0
2L	7796314	7800058	28C4-28C4	2-25.1
2L	7800147	7802098	28C4-28C4	2-25.1
2L	7801668	7810703	28C4-28C4	2-25.1
2L	7811438	7820771	28C4-28D1	2-25.1
2L	7821034	7821343	28D1-28D1	2-25.1
2L	7821151	7825350	28D1-28D1	2-25.1
2L	7825347	7827315	28D1-28D1	2-25.1
2L	7827650	7833576	28D1-28D2	2-25.1
2L	7839777	7840414	28D2-28D2	2-25.1
2L	7840452	7841262	28D2-28D2	2-25.1
2L	7844905	7855475	28D2-28D2	2-25.1
2L	7857077	7860120	28D2-28D2	2-25.1
2L	7857957	7860839	28D2-28D2	2-25.1
2L	7864642	7871432	28D2-28D2	2-25.1
2L	7871978	7872367	28D2-28D2	2-25.1
2L	7872849	7872919	28D2-28D2	2-25.1
2L	7873495	7879552	28D2-28D2	2-25.1
2L	7883282	7887513	28D2-28D2	2-25.1
2L	7884930	7885450	28D2-28D2	2-25.1
2L	7885503	7886109	28D2-28D2	2-25.1
2L	7887693	7889129	28D2-28D2	2-25.1
2L	7889288	7890594	28D2-28D2	2-25.1
2L	7891187	7984196	28D3-28D3	2-25.6
2L	7983946	7986785	28D3-28D3	2-26.0
2L	7986786	7994184	28D3-28D3	2-26.0
2L	7994388	7998151	28D3-28D3	2-26.0
2L	7994798	7996494	28D3-28D3	2-26.0
2L	7998869	7999676	28D3-28D3	2-26.0
2L	7999670	8004286	28D3-28D3	2-26.2
2L	8004548	8007210	28D3-28D3	2-26.4
2L	8008302	8009477	28D3-28D3	2-26.4
2L	8009603	8010652	28D3-28D3	2-26.4
2L	8011405	8026898	28D3-28D3	2-26.4
2L	8026914	8039788	28D3-28D3	2-26.4
2L	8029462	8030565	28D3-28D3	2-26.4
2L	8030721	8040826	28D3-28D3	2-26.4
2L	8041106	8041879	28D3-28D3	2-26.4
2L	8041873	8042909	28D3-28D3	2-26.4
2L	8042189	8042350	28D3-28D3	2-26.4
2L	8043471	8054326	28D3-28D11	2-26.4
2L	8054322	8071624	28D11-28E1	2-26.4
2L	8071812	8072848	28E1-28E1	2-26.4
2L	8072895	8073948	28E1-28E1	2-26.4
2L	8074117	8082982	28E1-28E3	2-26.4
2L	8082859	8083107	28E3-28E3	2-26.4
2L	8083420	8116531	28E4-28E6	2-26.7
2L	8116965	8124010	28E6-28E7	2-27.0
2L	8124329	8125799	28E7-28E7	2-27.0
2L	8125668	8126890	28E7-28E7	2-27.0
2L	8127001	8133989	28E7-28E7	2-27.0
2L	8134247	8159638	28E7-28E9	2-27.0
2L	8141540	8141662	28E7-28E7	2-27.0
2L	8143401	8144047	28E7-28E7	2-27.0
2L	8144391	8145107	28E7-28E7	2-27.0
2L	8145758	8158786	28E8-28E9	2-27.0
2L	8147611	8148356	28E7-28E7	2-27.0
2L	8159832	8161800	28E9-28E9	2-27.0
2L	8161796	8162452	28E9-28E9	2-27.0
2L	8163073	8190137	28F1-28F1	2-27.0
2L	8190297	8190781	28F1-28F1	2-27.0
2L	8190808	8196918	28F1-28F1	2-27.0
2L	8194509	8197049	28F1-28F1	2-27.0
2L	8197193	8198813	28F1-28F1	2-27.0
2L	8198882	8200652	28F1-28F1	2-27.2
2L	8200465	8205132	28F1-28F1	2-27.3
2L	8201557	8205298	28F1-28F1	2-27.3
2L	8205367	8205648	28F1-28F1	2-27.3
2L	8205778	8206044	28F1-28F1	2-27.3
2L	8206171	8209637	28F1-28F2	2-27.3
2L	8209626	8211122	28F2-28F3	2-27.3
2L	8211347	8211938	28F3-28F3	2-27.3
2L	8212039	8212902	28F3-28F3	2-27.3
2L	8212959	8214135	28F3-28F3	2-27.3
2L	8214045	8215239	28F3-28F3	2-27.3
2L	8215915	8216901	28F3-28F3	2-27.3
2L	8216851	8218017	28F3-28F3	2-27.3
2L	8218071	8220741	28F3-28F3	2-27.3
2L	8220980	8239878	28F4-28F5	2-27.3
2L	8240414	8241800	28F5-28F5	2-27.3
2L	8242055	8242435	28F5-28F5	2-27.3
2L	8242486	8243426	28F5-28F5	2-27.3
2L	8243323	8244003	28F5-28F5	2-27.3
2L	8244160	8257502	28F5-29A1	2-27.3
2L	8258373	8301079	29A1-29A3	2-27.5
2L	8258616	8258692	29A1-29A1	2-27.3
2L	8290727	8290799	29A2-29A2	2-27.3
2L	8295158	8295666	29A2-29A2	2-27.3
2L	8301345	8302985	29A3-29A3	2-27.7
2L	8303429	8305376	29A3-29A3	2-27.7
2L	8305586	8306741	29A3-29A3	2-27.7
2L	8306696	8308192	29A3-29A3	2-27.7
2L	8308427	8309961	29A3-29A3	2-27.7
2L	8309876	8311195	29A3-29A3	2-27.7
2L	8311399	8317011	29A3-29A4	2-27.7
2L	8316889	8319908	29A4-29A4	2-27.7
2L	8320328	8321285	29A4-29A4	2-27.7
2L	8321280	8325409	29A4-29A4	2-27.7
2L	8327456	8332911	29A5-29A5	2-27.7
2L	8338287	8342056	29A5-29B1	2-27.7
2L	8342695	8344378	29B1-29B1	2-27.7
2L	8343320	8345015	29B1-29B1	2-27.7
2L	8346620	8351112	29B1-29B1	2-27.7
2L	8352187	8355172	29B1-29B1	2-27.7
2L	8355678	8362469	29B1-29B1	2-27.7
2L	8363477	8364662	29B2-29B2	2-27.7
2L	8364855	8365663	29A1-29A2	2-27.7
2L	8366038	8370090	29B2-29B2	2-27.7
2L	8370343	8370670	29B2-29B2	2-27.7
2L	8370454	8374250	29B2-29B2	2-27.7
2L	8374461	8375549	29B2-29B3	2-27.7
2L	8375502	8376797	29B3-29B3	2-27.7
2L	8377035	8378206	29B3-29B3	2-27.7
2L	8378262	8381764	29B3-29B3	2-27.7
2L	8381821	8382807	29B3-29B4	2-27.7
2L	8382861	8383657	29B4-29B4	2-27.7
2L	8383612	8384137	29C1-29C2	2-27.7
2L	8384455	8388804	29B4-29C1	2-27.7
2L	8388728	8389331	29C1-29C1	2-27.7
2L	8389724	8389820	29C1-29C1	2-27.7
2L	8389881	8392398	29C1-29C1	2-27.7
2L	8392456	8393222	29C1-29C1	2-27.7
2L	8393489	8394280	29C1-29C1	2-27.7
2L	8394429	8395332	29C1-29C1	2-27.7
2L	8394446	8394940	29C1-29C1	2-27.7
2L	8395665	8396096	29C1-29C1	2-27.7
2L	8396649	8397886	29C1-29C1	2-27.7
2L	8399021	8400078	29C1-29C1	2-27.8
2L	8400421	8401592	29C1-29C1	2-27.9
2L	8401476	8403280	29C1-29C1	2-27.9
2L	8403447	8403924	29C1-29C1	2-27.9
2L	8403573	8408853	29C1-29C3	2-27.9
2L	8408888	8411868	29C3-29C3	2-27.9
2L	8412144	8415256	29C3-29C3	2-27.9
2L	8415690	8431297	29C3-29C4	2-27.9
2L	8431086	8433598	29C4-29C4	2-27.9
2L	8434058	8437365	29C4-29C4	2-27.9
2L	8437405	8437996	29C4-29C4	2-27.9
2L	8438169	8442342	29C4-29C5	2-27.9
2L	8442447	8445815	29C5-29C5	2-27.9
2L	8445861	8449576	29C5-29C5	2-27.9
2L	8449691	8463994	29C5-29D1	2-27.9
2L	8464488	8466694	29D1-29D1	2-27.9
2L	8466817	8488671	29D1-29D1	2-27.9
2L	8477349	8478088	29D1-29D1	2-27.9
2L	8481777	8481848	29D1-29D1	2-27.9
2L	8482084	8482155	29D1-29D1	2-27.9
2L	8482374	8483005	29D1-29D1	2-27.9
2L	8485725	8485925	29D1-29D1	2-27.9
2L	8488981	8490546	29D1-29D1	2-27.9
2L	8490739	8491360	29D1-29D1	2-27.9
2L	8491868	8506845	29D1-29D3	2-28.2
2L	8494893	8496307	29D2-29D2	2-27.9
2L	8509069	8511866	29D3-29D3	2-28.4
2L	8512174	8514868	29D3-29D4	2-28.4
2L	8515096	8516755	29D4-29D4	2-28.4
2L	8516753	8517380	29D4-29D4	2-28.4
2L	8517411	8519176	29D4-29D4	2-28.4
2L	8519690	8521809	29D4-29D4	2-28.4
2L	8521933	8525740	29D4-29D4	2-28.4
2L	8524999	8528618	29D4-29D5	2-28.4
2L	8524999	8528618	29D4-29D5	2-28.4
2L	8529141	8541439	29D5-29E1	2-28.4
2L	8541552	8541623	29E1-29E1	2-28.4
2L	8541761	8541832	29E1-29E1	2-28.4
2L	8542147	8672041	29E1-29E3	2-28.6
2L	8570888	8570960	29E2-29E2	2-28.4
2L	8590370	8594489	29E2-29E2	2-28.4
2L	8620028	8620099	29E2-29E2	2-28.7
2L	8672698	8676804	29E3-29E3	2-28.7
2L	8676777	8679812	29E3-29E3	2-28.7
2L	8679116	8679187	29E3-29E3	2-28.7
2L	8681325	8684376	29E3-29E3	2-28.7
2L	8683451	8683522	29E3-29E3	2-28.7
2L	8683806	8683877	29E3-29E3	2-28.7
2L	8684823	8685955	29E3-29E3	2-28.7
2L	8686231	8687052	29E3-29E4	2-28.7
2L	8687226	8709611	29E4-29E4	2-28.8
2L	8703475	8705450	29E4-29E4	2-28.9
2L	8705572	8707527	29E4-29E4	2-28.9
2L	8709880	8740660	29E4-29E6	2-28.9
2L	8751715	8752122	29E6-29E6	2-28.9
2L	8752285	8753209	29E6-29E6	2-28.9
2L	8765273	8768710	29F1-29F1	2-28.9
2L	8769159	8772344	29F1-29F1	2-28.9
2L	8772946	8776263	29F1-29F1	2-28.9
2L	8777661	8781252	29F1-29F1	2-28.9
2L	8781799	8782500	29F1-29F1	2-28.9
2L	8825645	8829670	29F2-29F2	2-29.2
2L	8852009	8852664	29F2-29F2	2-29.2
2L	8862610	8867511	29F3-29F3	2-29.2
2L	8862776	8863743	29F3-29F3	2-29.2
2L	8863811	8864847	29F3-29F3	2-29.2
2L	8864864	8865692	29F3-29F3	2-29.2
2L	8865850	8866670	29F3-29F3	2-29.2
2L	8866767	8867686	29F3-29F3	2-29.2
2L	8867875	8868747	29F3-29F3	2-29.2
2L	8886134	8888028	29F3-29F3	2-29.2
2L	8891440	8892180	29F3-29F3	2-29.2
2L	8898786	8933594	29F3-29F4	2-29.4
2L	8933962	8936096	29F4-29F4	2-29.6
2L	8934796	8935720	29F4-29F4	2-29.6
2L	8937390	8939743	29F5-29F5	2-29.6
2L	8939725	8942105	29F5-29F5	2-29.6
2L	8941945	8943257	29F5-29F5	2-29.6
2L	8943455	8951216	29F5-29F5	2-29.6
2L	8953481	8959051	29F5-29F5	2-29.6
2L	8959255	8962354	29F5-29F6	2-29.6
2L	8962533	8964620	29F6-29F6	2-29.6
2L	8964982	8967035	29F6-29F6	2-29.6
2L	8967535	8970627	29F6-29F6	2-29.6
2L	8970520	8975428	29F6-29F6	2-29.6
2L	8977834	8984872	29F6-29F6	2-29.6
2L	8980659	8981432	29F6-29F6	2-29.6
2L	8985936	8989539	29F6-29F7	2-29.6
2L	8991735	8993632	29F7-29F7	2-29.6
2L	8993818	8997379	29F7-29F7	2-29.6
2L	8994391	8995617	29F7-29F7	2-29.6
2L	8997605	8998544	29F7-29F7	2-29.6
2L	8998537	8999816	29F7-29F7	2-29.6
2L	9010583	9011358	29F7-29F7	2-29.7
2L	9012188	9014149	29F7-29F7	2-29.7
2L	9012885	9014068	29F7-29F7	2-29.7
2L	9024320	9031836	29F8-29F8	2-29.7
2L	9025634	9031836	29F8-29F8	2-29.7
2L	9051631	9071164	29F8-30A1	2-29.7
2L	9071032	9071607	30A1-30A1	2-29.7
2L	9077121	9077988	30A1-30A1	2-29.7
2L	9084107	9089440	30A1-30A1	2-29.7
2L	9097563	9098175	30A1-30A1	2-29.7
2L	9099397	9099770	30A1-30A1	2-29.7
2L	9111814	9113285	30A1-30A1	2-30.0
2L	9119582	9120040	30A1-30A1	2-30.0
2L	9121571	9121923	30A1-30A1	2-30.0
2L	9124032	9124500	30A2-30A2	2-30.0
2L	9125737	9163721	30A2-30A2	2-30.0
2L	9164235	9165426	30A2-30A2	2-30.0
2L	9165421	9166514	30A2-30A2	2-30.0
2L	9166778	9250211	30A2-30A6	2-30.1
2L	9236521	9236594	30A6-30A6	2-30.2
2L	9250048	9251042	30A6-30A6	2-30.2
2L	9251138	9251459	30A6-30A6	2-30.2
2L	9251472	9253118	30A6-30A6	2-30.2
2L	9254076	9254854	30A6-30A7	2-30.2
2L	9256563	9302494	30A6-30A7	2-30.2
2L	9261820	9262804	30A7-30A7	2-30.2
2L	9304437	9305007	30A8-30A8	2-30.2
2L	9325845	9326721	30A8-30A8	2-30.2
2L	9327039	9327553	30A8-30A8	2-30.2
2L	9327744	9330332	30A8-30A8	2-30.2
2L	9330763	9331981	30A8-30A8	2-30.2
2L	9333567	9341925	30A8-30A8	2-30.2
2L	9342832	9344777	30A8-30A8	2-30.2
2L	9348726	9349212	30A9-30A9	2-30.2
2L	9349546	9349963	30A9-30A9	2-30.2
2L	9350470	9350996	30A9-30A9	2-30.2
2L	9364297	9364991	30B1-30B1	2-30.2
2L	9367640	9368434	30B1-30B1	2-30.2
2L	9370309	9415156	30B1-30B2	2-30.3
2L	9372102	9374004	30B1-30B1	2-30.2
2L	9387389	9391567	30B1-30B1	2-30.2
2L	9396999	9397988	30B1-30B1	2-30.2
2L	9416588	9426342	30B2-30B3	2-30.5
2L	9426784	9427917	30B3-30B3	2-30.5
2L	9427870	9428740	30B3-30B3	2-30.5
2L	9428669	9431052	30B3-30B3	2-30.5
2L	9431405	9435341	30B3-30B3	2-30.5
2L	9435399	9436842	30B3-30B3	2-30.5
2L	9436804	9437227	30B3-30B3	2-30.5
2L	9437469	9464184	30B3-30B5	2-30.5
2L	9440011	9440740	30B4-30B4	2-30.5
2L	9470326	9470861	30B5-30B5	2-30.5
2L	9491176	9494876	30B5-30B5	2-30.5
2L	9495474	9520696	30B5-30B10	2-30.7
2L	9521210	9540060	30B10-30B10	2-30.9
2L	9528515	9529648	30B10-30B10	2-30.9
2L	9540523	9542480	30B10-30B10	2-30.9
2L	9542878	9543658	30B10-30B10	2-30.9
2L	9544171	9544875	30B10-30B10	2-30.9
2L	9545811	9547424	30B10-30B10	2-30.9
2L	9547720	9566750	30B10-30B12	2-30.9
2L	9568155	9568785	30B12-30B12	2-30.9
2L	9568890	9573572	30B12-30B12	2-30.9
2L	9573563	9576769	30B12-30B12	2-30.9
2L	9578120	9579638	30B12-30B12	2-30.9
2L	9579498	9581745	30B12-30B12	2-30.9
2L	9584670	9586044	30B12-30B12	2-30.9
2L	9589476	9591783	30B12-30C1	2-30.9
2L	9598880	9600872	30C1-30C1	2-31.1
2L	9608562	9612706	30C1-30C1	2-31.3
2L	9613166	9616404	30C1-30C1	2-31.3
2L	9616469	9623109	30C1-30C1	2-31.3
2L	9624452	9625285	30C1-30C1	2-31.3
2L	9634179	9656026	30C2-30C2	2-31.3
2L	9656600	9657424	30C2-30C2	2-31.3
2L	9663744	9668501	30C3-30C3	2-31.3
2L	9669640	9671070	30C3-30C4	2-31.3
2L	9682315	9699297	30C5-30C5	2-31.3
2L	9699791	9700459	30C5-30C5	2-31.5
2L	9700810	9708883	30C5-30C5	2-31.7
2L	9702442	9705954	30C5-30C5	2-31.7
2L	9708921	9711271	30C5-30C6	2-31.7
2L	9711512	9746495	30C6-30C7	2-31.7
2L	9729940	9730945	30C6-30C6	2-31.7
2L	9736645	9737949	30C6-30C6	2-31.7
2L	9747839	9750071	30C7-30C7	2-31.7
2L	9758342	9762375	30C7-30C7	2-31.7
2L	9762424	9763262	30C7-30C7	2-31.7
2L	9763369	9765338	30C7-30C7	2-31.7
2L	9765357	9770996	30C7-30C8	2-31.7
2L	9767058	9768727	30C8-30C8	2-31.7
2L	9769060	9770409	30C8-30C8	2-31.7
2L	9771155	9773044	30C8-30C8	2-31.7
2L	9773108	9775030	30C8-30C9	2-31.7
2L	9782384	9788499	30C9-30D1	2-31.7
2L	9787279	9790745	30D1-30D1	2-31.7
2L	9790882	9791958	30D1-30D1	2-31.7
2L	9791961	9793107	30D1-30D1	2-31.7
2L	9793317	9886250	30D1-30E1	2-32.0
2L	9848289	9848794	30D1-30D1	2-32.2
2L	9887039	9887389	30E1-30E1	2-32.2
2L	9888005	9890119	30E1-30E1	2-32.2
2L	9890061	9890772	30E1-30E1	2-32.2
2L	9890885	9891336	30E1-30E1	2-32.2
2L	9891255	9893446	30E1-30E1	2-32.2
2L	9893805	9895003	30E1-30E1	2-32.2
2L	9893946	9894026	30E1-30E1	2-32.2
2L	9894205	9894285	30E1-30E1	2-32.2
2L	9894477	9894544	30E1-30E1	2-32.2
2L	9894795	9894907	30E1-30E1	2-32.2
2L	9895287	9896104	30E1-30E1	2-32.2
2L	9896265	9897552	30E1-30E1	2-32.2
2L	9897820	9903128	30E1-30E1	2-32.3
2L	9903279	9908633	30E1-30E1	2-32.4
2L	9908830	9912608	30E1-30E4	2-32.4
2L	9912911	9915044	30E4-30E4	2-32.4
2L	9915253	9917220	30E4-30E4	2-32.4
2L	9917221	9918330	30E4-30E4	2-32.4
2L	9918618	9920120	30E4-30E4	2-32.4
2L	9920160	9921459	30E4-30F1	2-32.4
2L	9921633	9922860	30F1-30F1	2-32.4
2L	9922737	9924865	30F1-30F1	2-32.4
2L	9925161	9930378	30F1-30F1	2-32.4
2L	9930580	9931131	30F1-30F1	2-32.4
2L	9932272	9933163	30F1-30F1	2-32.4
2L	9934767	9938134	30F1-30F1	2-32.4
2L	9937232	9938833	30F1-30F1	2-32.4
2L	9938178	9938790	30F1-30F1	2-32.4
2L	9938863	9943058	30F1-30F1	2-32.4
2L	9940773	9947648	30F1-30F1	2-32.4
2L	9948908	9951122	30F1-30F1	2-32.4
2L	9950418	9950516	30F1-30F1	2-32.4
2L	9952072	9954181	30F2-30F2	2-32.4
2L	9954325	9956176	30F2-30F2	2-32.4
2L	9956175	9957237	30F2-30F2	2-32.4
2L	9957132	9960168	30F2-30F2	2-32.4
2L	9959248	9960232	30F2-30F2	2-32.4
2L	9959248	9963949	30F2-30F2	2-32.4
2L	9961018	9962104	30F2-30F2	2-32.4
2L	9964147	9967229	30F2-30F3	2-32.4
2L	9967313	9968645	30F3-30F3	2-32.4
2L	9983671	9984743	30F5-30F5	2-32.4
2L	9984645	9995538	30F5-30F5	2-32.4
2L	9995561	10002736	30F5-30F5	2-32.8
2L	9996706	10002736	30F5-30F5	2-32.8
2L	10003832	10008889	30F5-30F5	2-33.2
2L	10004310	10005043	30F5-30F5	2-33.2
2L	10009381	10013170	30F5-30F5	2-33.2
2L	10013227	10017463	30F5-30F5	2-33.2
2L	10026676	10029298	30F6-30F6	2-33.2
2L	10032690	10038954	30F6-31A1	2-33.2
2L	10049580	10051201	31A1-31A1	2-33.2
2L	10051362	10052289	31A1-31A1	2-33.2
2L	10053604	10054100	31A1-31A1	2-33.2
2L	10054213	10055935	31A1-31A1	2-33.2
2L	10056900	10060095	31A1-31A2	2-33.2
2L	10060816	10063925	31A2-31A2	2-33.2
2L	10064121	10180256	31A3-31B1	2-33.7
2L	10091208	10092389	31A2-31A2	2-33.2
2L	10094088	10125736	31A2-31A2	2-33.7
2L	10122129	10122771	31A2-31A2	2-34.2
2L	10144776	10156407	31A3-31A3	2-34.2
2L	10172702	10174090	31B1-31B1	2-34.2
2L	10182557	10199117	31B1-31B1	2-34.2
2L	10189820	10191496	31B1-31B1	2-34.2
2L	10199401	10200974	31B1-31B1	2-34.5
2L	10201004	10202321	31B1-31B1	2-34.8
2L	10202520	10204317	31B1-31B1	2-34.8
2L	10204757	10206961	31B1-31B1	2-34.8
2L	10207085	10209744	31B1-31B1	2-34.8
2L	10208741	10209786	31B1-31B1	2-34.8
2L	10209853	10210681	31B1-31B1	2-34.8
2L	10211143	10213721	31B1-31B1	2-34.8
2L	10213812	10221216	31B1-31B1	2-34.8
2L	10221351	10222546	31B1-31B1	2-34.8
2L	10222657	10224447	31B1-31B1	2-34.8
2L	10224457	10226808	31B1-31B1	2-34.8
2L	10227760	10231692	31B1-31B1	2-34.8
2L	10232507	10234450	31B1-31B1	2-34.8
2L	10234585	10238317	31B1-31B1	2-34.8
2L	10239341	10242172	31B1-31B1	2-34.8
2L	10242512	10247078	31B1-31B1	2-34.8
2L	10242685	10245977	31B1-31B1	2-34.8
2L	10247502	10250501	31B1-31B1	2-34.8
2L	10250737	10251714	31B1-31B1	2-34.8
2L	10251843	10254686	31B1-31B1	2-34.8
2L	10254610	10255891	31B1-31B1	2-34.8
2L	10256319	10261049	31B1-31B1	2-34.8
2L	10261795	10263554	31B1-31B1	2-34.8
2L	10264125	10265229	31B1-31B1	2-34.8
2L	10265336	10266570	31B1-31B1	2-34.8
2L	10266703	10268748	31B1-31B1	2-34.8
2L	10268872	10269904	31B1-31B1	2-34.8
2L	10270051	10271465	31D-31D	2-34.8
2L	10271443	10272324	31B1-31B1	2-34.8
2L	10272325	10278811	31C7-31C7	2-34.8
2L	10278951	10280872	31B1-31C4	2-34.8
2L	10281943	10292365	31C4-31C6	2-34.8
2L	10292679	10295385	31C6-31C7	2-34.8
2L	10295859	10299847	31C7-31D1	2-34.8
2L	10297730	10298413	31D1-31D1	2-34.8
2L	10299977	10302018	31D1-31D1	2-35.0
2L	10302173	10303947	31D1-31D1	2-35.2
2L	10304069	10306594	31D1-31D1	2-35.2
2L	10306922	10308045	31D1-31D1	2-35.2
2L	10308131	10310956	31D1-31D4	2-35.2
2L	10311050	10312099	31D4-31D4	2-35.2
2L	10312265	10314396	31D4-31D5	2-35.2
2L	10314792	10317569	31D5-31D6	2-35.2
2L	10317497	10323102	31D6-31D7	2-35.2
2L	10322476	10324990	31D7-31D8	2-35.2
2L	10325026	10327943	31D8-31D8	2-35.2
2L	10328200	10331116	31D8-31D9	2-35.2
2L	10331471	10333129	31D9-31D9	2-35.2
2L	10333734	10339185	31D9-31D9	2-35.2
2L	10339457	10341503	31D9-31D9	2-35.2
2L	10341616	10342523	31D9-31D9	2-35.2
2L	10342594	10344223	31D9-31D9	2-35.2
2L	10344442	10347706	31D9-31D9	2-35.2
2L	10347851	10353905	31D10-31D10	2-35.2
2L	10354743	10356597	31D10-31D10	2-35.2
2L	10356795	10358078	31D10-31D10	2-35.2
2L	10358134	10362707	31D10-31D10	2-35.2
2L	10362989	10364092	31D10-31D10	2-35.2
2L	10364471	10366410	31D10-31D10	2-35.2
2L	10366692	10367946	31D10-31D10	2-35.2
2L	10368025	10373900	31D10-31D10	2-35.2
